-4.65517;4.54747e-13;
-4.31034;-1.09424e-13;
-3.96552;-2.99849e-13;
-3.62069;2.359e-13;
-3.27586;3.69482e-14;
-2.93103;-1.54898e-13;
-2.58621;9.09495e-14;
-2.24138;5.96856e-14;
-1.89655;-1.32161e-13;
-1.55172;8.2423e-14;
-1.2069;8.52651e-15;
-0.862069;-3.83693e-14;
-0.517241;-8.52651e-15;
-0.172414;3.69482e-14;
0.172414;-2.84217e-14;
0.517241;4.68958e-14;
0.862069;-7.38964e-14;
1.2069;2.41585e-14;
1.55172;1.13687e-13;
1.89655;-2.04636e-13;
2.24138;8.2423e-14;
2.58621;2.04636e-13;
2.93103;-3.45324e-13;
3.27586;1.1795e-13;
3.62069;8.10019e-14;
3.96552;-1.1795e-13;
4.31034;6.5512e-13;
4.65517;-1.07292e-12;
5;4.90274e-13;
