-2.93891;0.129668;
-2.73623;0.367985;
-2.53354;0.546659;
-2.33086;0.636727;
-2.12818;0.623592;
-1.92549;0.509382;
-1.72281;0.31261;
-1.52013;0.0651681;
-1.31744;-0.192836;
-1.11476;-0.419585;
-0.912075;-0.578326;
-0.709392;-0.643328;
-0.506708;-0.604058;
-0.304025;-0.466879;
-0.101342;-0.254026;
0.101342;-0;
0.304025;0.254026;
0.506708;0.466879;
0.709392;0.604058;
0.912075;0.643328;
1.11476;0.578326;
1.31744;0.419585;
1.52013;0.192836;
1.72281;-0.0651681;
1.92549;-0.31261;
2.12818;-0.509382;
2.33086;-0.623592;
2.53354;-0.636727;
2.73623;-0.546659;
2.93891;-0.367985;
3.14159;-0.129668;
