step;virtual;physical
3254;1722;1056
3255;1722;1056
3256;1722;1056
3257;1722;1056
3258;1722;1056
3259;1722;1056
3260;1722;1056
3261;1722;1056
3262;1722;1056
3263;1722;1056
3264;1722;1056
3265;1722;1056
3266;1722;1056
3267;1722;1056
3268;1722;1056
3269;1722;1056
3270;1722;1056
3271;1722;1056
3272;1722;1056
3273;1722;1056
3274;1722;1056
3275;1722;1056
3276;1722;1056
3277;1722;1056
3278;1722;1056
3279;1722;1056
3280;1722;1056
3281;1722;1056
3282;1722;1056
3283;1722;1056
3284;1722;1056
3285;1722;1056
3286;1722;1056
3287;1722;1056
3288;1722;1056
3289;1722;1056
3290;1722;1056
3291;1722;1056
3292;1722;1056
3293;1722;1056
3294;1722;1056
3295;1722;1056
3296;1722;1056
3297;1722;1056
3298;1722;1056
3299;1722;1056
3300;1722;1056
3301;1722;1056
3302;1722;1056
3303;1722;1056
3304;1722;1056
3305;1722;1056
3306;1722;1056
3307;1722;1056
3308;1722;1056
3309;1722;1056
3310;1722;1056
3311;1722;1056
3312;1722;1056
3313;1722;1056
3314;1722;1056
3315;1722;1056
3316;1722;1056
3317;1722;1056
3318;1722;1056
3319;1722;1056
3320;1722;1056
3321;1722;1056
3322;1722;1056
3323;1722;1056
3324;1722;1056
3325;1722;1056
3326;1722;1056
3327;1722;1056
3328;1722;1056
3329;1722;1056
3330;1722;1056
3331;1722;1056
3332;1722;1056
3333;1722;1056
3334;1722;1056
3335;1722;1056
3336;1722;1056
3337;1722;1056
3338;1722;1056
3339;1722;1056
3340;1722;1056
3341;1722;1056
3342;1722;1056
3343;1722;1056
3344;1722;1056
3345;1722;1056
3346;1722;1056
3347;1722;1056
3348;1722;1056
3349;1722;1056
3350;1722;1056
3351;1722;1056
3352;1722;1056
3353;1722;1056
3354;1722;1056
3355;1722;1056
3356;1722;1056
3357;1722;1056
3358;1722;1056
3359;1722;1056
3360;1722;1056
3361;1722;1056
3362;1722;1056
3363;1722;1056
3364;1722;1056
3365;1722;1056
3366;1722;1056
3367;1722;1056
3368;1722;1056
3369;1722;1056
3370;1722;1056
3371;1722;1056
3372;1722;1056
3373;1722;1056
3374;1722;1056
3375;1722;1056
3376;1722;1056
3377;1722;1056
3378;1722;1056
3379;1722;1056
3380;1722;1056
3381;1722;1056
3382;1722;1056
3383;1722;1056
3384;1722;1056
3385;1722;1056
3386;1722;1056
3387;1722;1056
3388;1723;1056
3389;1723;1056
3390;1723;1057
3391;1723;1057
3392;1723;1057
3393;1723;1057
3394;1723;1057
3395;1723;1057
3396;1723;1057
3397;1723;1057
3398;1723;1057
3399;1723;1057
3400;1723;1057
3401;1723;1057
3402;1723;1057
3403;1723;1057
3404;1723;1057
3405;1723;1057
3406;1723;1057
3407;1723;1057
3408;1723;1057
3409;1723;1057
3410;1723;1057
3411;1723;1057
3412;1723;1057
3413;1723;1057
3414;1723;1057
3415;1723;1057
3416;1723;1057
3417;1723;1057
3418;1723;1057
3419;1723;1057
3420;1723;1057
3421;1723;1057
3422;1723;1057
3423;1723;1057
3424;1723;1057
3425;1723;1057
3426;1723;1057
3427;1723;1057
3428;1723;1057
3429;1723;1057
3430;1723;1057
3431;1723;1057
3432;1723;1057
3433;1723;1057
3434;1723;1057
3435;1723;1057
3436;1723;1057
3437;1723;1057
3438;1723;1057
3439;1723;1057
3440;1723;1057
3441;1723;1057
3442;1723;1057
3443;1723;1057
3444;1723;1057
3445;1723;1057
3446;1723;1057
3447;1723;1057
3448;1723;1057
3449;1723;1057
3450;1723;1057
3451;1723;1057
3452;1723;1057
3453;1723;1057
3454;1723;1057
3455;1723;1057
3456;1723;1057
3457;1723;1057
3458;1723;1057
3459;1723;1057
3460;1723;1057
3461;1723;1057
3462;1723;1057
3463;1723;1057
3464;1723;1057
3465;1723;1057
3466;1723;1057
3467;1723;1057
3468;1723;1057
3469;1723;1057
3470;1723;1057
3471;1723;1057
3472;1723;1057
3473;1723;1057
3474;1723;1057
3475;1723;1057
3476;1723;1057
3477;1723;1057
3478;1723;1057
3479;1723;1057
3480;1723;1057
3481;1723;1057
3482;1723;1057
3483;1723;1057
3484;1723;1057
3485;1723;1057
3486;1723;1057
3487;1723;1057
3488;1723;1057
3489;1723;1057
3490;1723;1057
3491;1723;1057
3492;1723;1057
3493;1723;1057
3494;1723;1057
3495;1723;1057
3496;1723;1057
3497;1723;1057
3498;1723;1057
3499;1723;1057
3500;1723;1057
3501;1723;1057
3502;1723;1057
3503;1723;1057
3504;1723;1057
3505;1723;1057
3506;1723;1057
3507;1723;1057
3508;1723;1057
3509;1723;1057
3510;1723;1057
3511;1723;1057
3512;1723;1057
3513;1723;1057
3514;1723;1057
3515;1723;1057
3516;1723;1057
3517;1723;1057
3518;1723;1057
3519;1723;1057
3520;1723;1057
3521;1723;1057
3522;1723;1057
3523;1723;1057
3524;1723;1057
3525;1723;1057
3526;1723;1057
3527;1723;1057
3528;1723;1057
3529;1723;1057
3530;1723;1057
3531;1723;1057
3532;1723;1057
3533;1723;1057
3534;1723;1057
3535;1723;1057
3536;1723;1057
3537;1723;1057
3538;1723;1057
3539;1723;1057
3540;1723;1057
3541;1723;1057
3542;1723;1057
3543;1723;1057
3544;1723;1057
3545;1723;1057
3546;1723;1057
3547;1723;1057
3548;1723;1057
3549;1723;1057
3550;1723;1057
3551;1723;1057
3552;1723;1057
3553;1723;1057
3554;1723;1057
3555;1723;1057
3556;1723;1057
3557;1723;1057
3558;1723;1057
3559;1723;1057
3560;1723;1057
3561;1723;1057
3562;1723;1057
3563;1723;1057
3564;1723;1057
3565;1723;1057
3566;1723;1057
3567;1723;1057
3568;1723;1057
3569;1723;1057
3570;1723;1057
3571;1723;1057
3572;1723;1057
3573;1723;1057
3574;1723;1057
3575;1723;1057
3576;1723;1057
3577;1723;1057
3578;1723;1057
3579;1723;1057
3580;1723;1057
3581;1723;1057
3582;1723;1057
3583;1723;1057
3584;1723;1057
3585;1723;1057
3586;1723;1057
3587;1723;1057
3588;1723;1057
3589;1723;1057
3590;1723;1057
3591;1723;1057
3592;1723;1057
3593;1723;1057
3594;1723;1057
3595;1723;1057
3596;1723;1057
3597;1723;1057
3598;1723;1057
3599;1723;1057
3600;1723;1057
3601;1723;1057
3602;1723;1057
3603;1723;1057
3604;1723;1057
3605;1723;1057
3606;1723;1057
3607;1723;1057
3608;1723;1057
3609;1723;1057
3610;1723;1057
3611;1723;1057
3612;1723;1057
3613;1723;1057
3614;1723;1057
3615;1723;1057
3616;1723;1057
3617;1723;1057
3618;1723;1057
3619;1723;1057
3620;1723;1057
3621;1723;1057
3622;1723;1057
3623;1723;1057
3624;1723;1057
3625;1723;1057
3626;1723;1057
3627;1723;1057
3628;1723;1057
3629;1723;1057
3630;1723;1057
3631;1723;1057
3632;1723;1057
3633;1723;1057
3634;1723;1057
3635;1723;1057
3636;1723;1057
3637;1723;1057
3638;1723;1057
3639;1723;1057
3640;1723;1057
3641;1723;1057
3642;1723;1057
3643;1723;1057
3644;1723;1057
3645;1723;1057
3646;1723;1057
3647;1723;1057
3648;1723;1057
3649;1723;1057
3650;1723;1057
3651;1723;1057
3652;1723;1057
3653;1723;1057
3654;1723;1057
3655;1723;1057
3656;1723;1057
3657;1723;1057
3658;1723;1057
3659;1723;1057
3660;1723;1057
3661;1723;1057
3662;1723;1057
3663;1723;1057
3664;1723;1057
3665;1723;1057
3666;1723;1057
3667;1723;1057
3668;1723;1057
3669;1723;1057
3670;1723;1057
3671;1723;1057
3672;1723;1057
3673;1723;1057
3674;1723;1057
3675;1723;1057
3676;1723;1057
3677;1723;1057
3678;1723;1057
3679;1723;1057
3680;1723;1057
3681;1723;1057
3682;1723;1057
3683;1723;1057
3684;1723;1057
3685;1723;1057
3686;1723;1057
3687;1723;1057
3688;1723;1057
3689;1723;1057
3690;1723;1057
3691;1723;1057
3692;1723;1057
3693;1723;1057
3694;1723;1057
3695;1723;1057
3696;1723;1057
3697;1723;1057
3698;1723;1057
3699;1723;1057
3700;1723;1057
3701;1723;1057
3702;1723;1057
3703;1723;1057
3704;1723;1057
3705;1723;1057
3706;1723;1057
3707;1723;1057
3708;1723;1057
3709;1723;1057
3710;1723;1057
3711;1723;1057
3712;1723;1057
3713;1723;1057
3714;1723;1057
3715;1723;1057
3716;1723;1057
3717;1723;1057
3718;1723;1057
3719;1723;1057
3720;1723;1057
3721;1723;1057
3722;1723;1057
3723;1723;1057
3724;1723;1057
3725;1723;1057
3726;1723;1057
3727;1723;1057
3728;1723;1057
3729;1723;1057
3730;1723;1057
3731;1723;1057
3732;1723;1057
3733;1723;1057
3734;1723;1057
3735;1723;1057
3736;1723;1057
3737;1723;1057
3738;1723;1057
3739;1723;1057
3740;1723;1057
3741;1723;1057
3742;1723;1057
3743;1723;1057
3744;1723;1057
3745;1723;1057
3746;1723;1057
3747;1723;1057
3748;1723;1057
3749;1723;1057
3750;1723;1057
3751;1723;1057
3752;1723;1057
3753;1723;1057
3754;1723;1057
3755;1723;1057
3756;1723;1057
3757;1723;1057
3758;1723;1057
3759;1723;1057
3760;1723;1057
3761;1723;1057
3762;1723;1057
3763;1723;1057
3764;1723;1057
3765;1723;1057
3766;1723;1057
3767;1723;1057
3768;1723;1057
3769;1723;1057
3770;1723;1057
3771;1723;1057
3772;1723;1057
3773;1723;1057
3774;1723;1057
3775;1723;1057
3776;1723;1057
3777;1723;1057
3778;1723;1057
3779;1723;1057
3780;1723;1057
3781;1723;1057
3782;1723;1057
3783;1723;1057
3784;1723;1057
3785;1723;1057
3786;1723;1057
3787;1723;1057
3788;1723;1057
3789;1723;1057
3790;1723;1057
3791;1723;1057
3792;1723;1057
3793;1723;1057
3794;1723;1057
3795;1723;1057
3796;1723;1057
3797;1723;1057
3798;1723;1057
3799;1723;1057
3800;1723;1057
3801;1723;1057
3802;1723;1057
3803;1723;1057
3804;1723;1057
3805;1723;1057
3806;1723;1057
3807;1723;1057
3808;1723;1057
3809;1723;1057
3810;1723;1057
3811;1723;1057
3812;1723;1057
3813;1723;1057
3814;1723;1057
3815;1723;1057
3816;1723;1057
3817;1723;1057
3818;1723;1057
3819;1723;1057
3820;1723;1057
3821;1723;1057
3822;1723;1057
3823;1723;1057
3824;1723;1057
3825;1723;1057
3826;1723;1057
3827;1723;1057
3828;1723;1057
3829;1723;1057
3830;1723;1057
3831;1723;1057
3832;1723;1057
3833;1723;1057
3834;1723;1057
3835;1723;1057
3836;1723;1057
3837;1723;1057
3838;1723;1057
3839;1723;1057
3840;1723;1057
3841;1723;1057
3842;1723;1057
3843;1723;1057
3844;1723;1057
3845;1723;1057
3846;1723;1057
3847;1723;1057
3848;1723;1057
3849;1723;1057
3850;1723;1057
3851;1723;1057
3852;1723;1057
3853;1723;1057
3854;1723;1057
3855;1723;1057
3856;1723;1057
3857;1723;1057
3858;1723;1057
3859;1723;1057
3860;1723;1057
3861;1723;1057
3862;1723;1057
3863;1723;1057
3864;1723;1057
3865;1723;1057
3866;1723;1057
3867;1723;1057
3868;1723;1057
3869;1723;1057
3870;1723;1057
3871;1723;1057
3872;1723;1057
3873;1723;1057
3874;1723;1057
3875;1723;1057
3876;1723;1057
3877;1723;1057
3878;1723;1057
3879;1723;1057
3880;1723;1057
3881;1723;1057
3882;1723;1057
3883;1723;1057
3884;1723;1057
3885;1723;1057
3886;1723;1057
3887;1723;1057
3888;1723;1057
3889;1723;1057
3890;1723;1057
3891;1723;1057
3892;1723;1057
3893;1723;1057
3894;1723;1057
3895;1723;1057
3896;1723;1057
3897;1723;1057
3898;1723;1057
3899;1723;1057
3900;1723;1057
3901;1723;1057
3902;1723;1057
3903;1723;1057
3904;1723;1057
3905;1723;1057
3906;1723;1057
3907;1723;1057
3908;1723;1057
3909;1723;1057
3910;1723;1057
3911;1723;1057
3912;1723;1057
3913;1723;1057
3914;1723;1057
3915;1723;1057
3916;1723;1057
3917;1723;1057
3918;1723;1057
3919;1723;1057
3920;1723;1057
3921;1723;1057
3922;1723;1057
3923;1723;1057
3924;1723;1057
3925;1723;1057
3926;1723;1057
3927;1723;1057
3928;1723;1057
3929;1723;1057
3930;1723;1057
3931;1723;1057
3932;1723;1057
3933;1723;1057
3934;1723;1057
3935;1723;1057
3936;1723;1057
3937;1723;1057
3938;1723;1057
3939;1723;1057
3940;1723;1057
3941;1723;1057
3942;1723;1057
3943;1723;1057
3944;1723;1057
3945;1723;1057
3946;1723;1057
3947;1723;1057
3948;1723;1057
3949;1723;1057
3950;1723;1057
3951;1723;1057
3952;1723;1057
3953;1723;1057
3954;1723;1057
3955;1723;1057
3956;1723;1057
3957;1723;1057
3958;1723;1057
3959;1723;1057
3960;1723;1057
3961;1723;1057
3962;1723;1057
3963;1723;1057
3964;1723;1057
3965;1723;1057
3966;1723;1057
3967;1723;1057
3968;1723;1057
3969;1723;1057
3970;1723;1057
3971;1723;1057
3972;1723;1057
3973;1723;1057
3974;1723;1057
3975;1723;1057
3976;1723;1057
3977;1723;1057
3978;1723;1057
3979;1723;1057
3980;1723;1057
3981;1723;1057
3982;1723;1057
3983;1723;1057
3984;1723;1057
3985;1723;1057
3986;1723;1057
3987;1723;1057
3988;1723;1057
3989;1723;1057
3990;1723;1057
3991;1723;1057
3992;1723;1057
3993;1723;1057
3994;1723;1057
3995;1723;1057
3996;1723;1057
3997;1723;1057
3998;1723;1057
3999;1723;1057
4000;1723;1057
4001;1723;1057
4002;1723;1057
4003;1723;1057
4004;1723;1057
4005;1723;1057
4006;1723;1057
4007;1723;1057
4008;1723;1057
4009;1723;1057
4010;1723;1057
4011;1723;1057
4012;1723;1057
4013;1723;1057
4014;1723;1057
4015;1723;1057
4016;1723;1057
4017;1723;1057
4018;1723;1057
4019;1723;1057
4020;1723;1057
4021;1723;1057
4022;1723;1057
4023;1723;1057
4024;1724;1058
4025;1724;1058
4026;1725;1059
4027;1725;1059
4028;1726;1060
4029;1726;1060
4030;1727;1061
4031;1718;1052
4032;1718;1052
4033;1718;1052
4034;1718;1052
4035;1718;1052
4036;1718;1053
4037;1718;1053
4038;1718;1053
4039;1718;1053
4040;1717;1053
4041;1718;1053
4042;1718;1054
4043;1719;1054
4044;1719;1054
4045;1719;1054
4046;1719;1055
4047;1720;1055
4048;1720;1056
4049;1721;1056
4050;1721;1056
4051;1721;1057
4052;1721;1057
4053;1721;1057
4054;1721;1057
4055;1721;1057
4056;1721;1057
4057;1721;1057
4058;1721;1057
4059;1721;1057
4060;1721;1057
4061;1721;1057
4062;1721;1057
4063;1721;1057
4064;1721;1057
4065;1721;1057
4066;1721;1057
4067;1721;1057
4068;1721;1057
4069;1721;1057
4070;1721;1057
4071;1721;1057
4072;1721;1057
4073;1721;1057
4074;1721;1057
4075;1721;1057
4076;1721;1057
4077;1721;1057
4078;1721;1057
4079;1721;1057
4080;1721;1057
4081;1721;1057
4082;1721;1057
4083;1721;1057
4084;1721;1057
4085;1721;1057
4086;1721;1057
4087;1721;1057
4088;1721;1057
4089;1721;1057
4090;1721;1057
4091;1721;1057
4092;1721;1057
4093;1721;1057
4094;1721;1057
4095;1721;1057
4096;1721;1057
4097;1721;1057
4098;1721;1057
4099;1721;1057
4100;1721;1057
4101;1721;1057
4102;1721;1057
4103;1721;1057
4104;1721;1057
4105;1721;1057
4106;1721;1057
4107;1721;1057
4108;1721;1057
4109;1721;1057
4110;1721;1057
4111;1721;1057
4112;1721;1057
4113;1721;1057
4114;1721;1057
4115;1721;1057
4116;1721;1057
4117;1721;1057
4118;1721;1057
4119;1721;1057
4120;1721;1057
4121;1721;1057
4122;1721;1057
4123;1721;1057
4124;1721;1057
4125;1721;1057
4126;1721;1057
4127;1721;1057
4128;1721;1057
4129;1721;1057
4130;1721;1057
4131;1721;1057
4132;1721;1057
4133;1721;1057
4134;1721;1057
4135;1721;1057
4136;1721;1057
4137;1721;1057
4138;1721;1057
4139;1721;1057
4140;1721;1057
4141;1721;1057
4142;1721;1057
4143;1721;1057
4144;1721;1057
4145;1721;1057
4146;1721;1057
4147;1721;1057
4148;1721;1057
4149;1721;1057
4150;1721;1057
4151;1721;1057
4152;1721;1057
4153;1721;1057
4154;1721;1057
4155;1721;1057
4156;1721;1057
4157;1721;1057
4158;1721;1057
4159;1721;1057
4160;1721;1057
4161;1721;1057
4162;1721;1057
4163;1721;1057
4164;1721;1057
4165;1721;1057
4166;1721;1057
4167;1721;1057
4168;1721;1057
4169;1721;1057
4170;1721;1057
4171;1721;1057
4172;1721;1057
4173;1721;1057
4174;1721;1057
4175;1721;1057
4176;1721;1057
4177;1721;1057
4178;1721;1057
4179;1721;1057
4180;1721;1057
4181;1721;1057
4182;1721;1057
4183;1721;1057
4184;1721;1057
4185;1721;1057
4186;1722;1057
4187;1722;1057
4188;1722;1057
4189;1722;1057
4190;1722;1057
4191;1722;1057
4192;1722;1057
4193;1722;1057
4194;1722;1057
4195;1722;1057
4196;1722;1057
4197;1722;1057
4198;1722;1057
4199;1722;1057
4200;1722;1057
4201;1722;1057
4202;1722;1057
4203;1722;1057
4204;1722;1057
4205;1722;1057
4206;1722;1057
4207;1722;1057
4208;1722;1057
4209;1722;1057
4210;1722;1057
4211;1722;1057
4212;1722;1057
4213;1722;1057
4214;1722;1057
4215;1722;1057
4216;1722;1057
4217;1722;1057
4218;1722;1057
4219;1722;1057
4220;1722;1057
4221;1722;1057
4222;1722;1057
4223;1722;1057
4224;1722;1057
4225;1722;1057
4226;1722;1057
4227;1722;1057
4228;1722;1057
4229;1722;1057
4230;1722;1057
4231;1722;1057
4232;1722;1057
4233;1722;1057
4234;1722;1057
4235;1722;1057
4236;1722;1057
4237;1722;1057
4238;1722;1057
4239;1722;1057
4240;1722;1057
4241;1722;1057
4242;1722;1057
4243;1722;1057
4244;1722;1057
4245;1722;1057
4246;1722;1057
4247;1722;1057
4248;1722;1057
4249;1722;1057
4250;1722;1057
4251;1722;1057
4252;1722;1057
4253;1722;1057
4254;1722;1057
4255;1722;1057
4256;1722;1057
4257;1722;1057
4258;1722;1057
4259;1722;1057
4260;1722;1057
4261;1722;1057
4262;1722;1057
4263;1722;1057
4264;1722;1057
4265;1722;1057
4266;1722;1057
4267;1722;1057
4268;1722;1057
4269;1722;1057
4270;1722;1057
4271;1722;1057
4272;1722;1057
4273;1722;1057
4274;1722;1057
4275;1722;1057
4276;1722;1057
4277;1722;1057
4278;1722;1057
4279;1722;1057
4280;1722;1057
4281;1722;1057
4282;1722;1057
4283;1722;1057
4284;1722;1057
4285;1722;1057
4286;1722;1057
4287;1722;1057
4288;1722;1057
4289;1722;1057
4290;1722;1057
4291;1722;1057
4292;1722;1057
4293;1722;1057
4294;1722;1057
4295;1722;1057
4296;1722;1057
4297;1722;1057
4298;1722;1057
4299;1722;1057
4300;1722;1057
4301;1722;1057
4302;1722;1057
4303;1722;1057
4304;1722;1057
4305;1722;1057
4306;1722;1057
4307;1722;1057
4308;1722;1057
4309;1722;1057
4310;1722;1057
4311;1722;1057
4312;1722;1057
4313;1722;1057
4314;1722;1057
4315;1722;1057
4316;1722;1057
4317;1722;1057
4318;1722;1057
4319;1722;1057
4320;1722;1057
4321;1722;1057
4322;1722;1057
4323;1722;1057
4324;1722;1057
4325;1722;1057
4326;1722;1057
4327;1722;1057
4328;1722;1057
4329;1722;1057
4330;1722;1057
4331;1722;1057
4332;1722;1057
4333;1722;1057
4334;1722;1057
4335;1722;1057
4336;1722;1057
4337;1722;1057
4338;1722;1057
4339;1722;1057
4340;1722;1057
4341;1722;1057
4342;1722;1057
4343;1722;1057
4344;1722;1057
4345;1722;1057
4346;1722;1057
4347;1722;1057
4348;1722;1057
4349;1722;1057
4350;1722;1057
4351;1722;1057
4352;1722;1057
4353;1722;1057
4354;1722;1057
4355;1722;1057
4356;1722;1057
4357;1722;1057
4358;1722;1057
4359;1722;1057
4360;1722;1057
4361;1722;1057
4362;1722;1057
4363;1722;1057
4364;1722;1057
4365;1722;1057
4366;1722;1057
4367;1722;1057
4368;1722;1057
4369;1722;1057
4370;1722;1057
4371;1722;1057
4372;1722;1057
4373;1722;1057
4374;1722;1057
4375;1722;1057
4376;1722;1057
4377;1722;1057
4378;1722;1057
4379;1722;1057
4380;1722;1057
4381;1722;1057
4382;1722;1057
4383;1722;1057
4384;1722;1057
4385;1722;1057
4386;1722;1057
4387;1722;1057
4388;1722;1057
4389;1722;1057
4390;1722;1057
4391;1722;1057
4392;1722;1057
4393;1722;1057
4394;1722;1057
4395;1722;1057
4396;1722;1057
4397;1722;1057
4398;1722;1057
4399;1722;1057
4400;1722;1057
4401;1722;1057
4402;1722;1057
4403;1722;1057
4404;1722;1057
4405;1722;1057
4406;1722;1057
4407;1722;1057
4408;1722;1057
4409;1722;1057
4410;1722;1057
4411;1722;1057
4412;1722;1057
4413;1722;1057
4414;1722;1057
4415;1722;1057
4416;1722;1057
4417;1722;1057
4418;1722;1057
4419;1722;1057
4420;1722;1057
4421;1722;1057
4422;1722;1057
4423;1722;1057
4424;1722;1057
4425;1722;1057
4426;1722;1057
4427;1722;1057
4428;1722;1057
4429;1722;1057
4430;1722;1057
4431;1722;1057
4432;1722;1057
4433;1722;1057
4434;1722;1057
4435;1722;1057
4436;1722;1057
4437;1722;1057
4438;1722;1057
4439;1722;1057
4440;1722;1057
4441;1722;1057
4442;1722;1057
4443;1722;1057
4444;1722;1057
4445;1722;1057
4446;1722;1057
4447;1722;1057
4448;1722;1057
4449;1722;1057
4450;1722;1057
4451;1722;1057
4452;1722;1057
4453;1722;1057
4454;1722;1057
4455;1722;1057
4456;1722;1057
4457;1722;1057
4458;1722;1057
4459;1722;1057
4460;1722;1057
4461;1722;1057
4462;1722;1057
4463;1722;1057
4464;1722;1057
4465;1722;1057
4466;1722;1057
4467;1722;1057
4468;1722;1057
4469;1722;1057
4470;1722;1057
4471;1722;1057
4472;1722;1057
4473;1722;1057
4474;1722;1057
4475;1722;1057
4476;1722;1057
4477;1722;1057
4478;1722;1057
4479;1722;1057
4480;1722;1057
4481;1722;1057
4482;1722;1057
4483;1722;1057
4484;1722;1057
4485;1722;1057
4486;1722;1057
4487;1722;1057
4488;1722;1057
4489;1722;1057
4490;1722;1057
4491;1722;1057
4492;1722;1057
4493;1722;1057
4494;1722;1057
4495;1722;1057
4496;1722;1057
4497;1722;1057
4498;1722;1057
4499;1722;1057
4500;1722;1057
4501;1722;1057
4502;1722;1057
4503;1722;1057
4504;1722;1057
4505;1722;1057
4506;1722;1057
4507;1722;1057
4508;1722;1057
4509;1722;1057
4510;1722;1057
4511;1722;1057
4512;1722;1057
4513;1722;1057
4514;1722;1057
4515;1722;1057
4516;1722;1057
4517;1722;1057
4518;1722;1057
4519;1722;1057
4520;1722;1057
4521;1722;1057
4522;1722;1057
4523;1722;1057
4524;1722;1057
4525;1722;1057
4526;1722;1057
4527;1722;1057
4528;1722;1057
4529;1722;1057
4530;1722;1057
4531;1722;1057
4532;1722;1057
4533;1722;1057
4534;1722;1057
4535;1722;1057
4536;1722;1057
4537;1722;1057
4538;1722;1057
4539;1722;1057
4540;1722;1057
4541;1722;1057
4542;1722;1057
4543;1722;1057
4544;1722;1057
4545;1722;1057
4546;1722;1057
4547;1722;1057
4548;1722;1057
4549;1722;1057
4550;1722;1057
4551;1722;1057
4552;1722;1057
4553;1722;1057
4554;1722;1057
4555;1722;1057
4556;1722;1057
4557;1722;1057
4558;1722;1057
4559;1722;1057
4560;1722;1057
4561;1722;1057
4562;1722;1057
4563;1722;1057
4564;1722;1057
4565;1722;1057
4566;1722;1057
4567;1722;1057
4568;1722;1057
4569;1722;1057
4570;1722;1057
4571;1722;1057
4572;1722;1057
4573;1722;1057
4574;1722;1057
4575;1722;1057
4576;1722;1057
4577;1722;1057
4578;1722;1057
4579;1722;1057
4580;1722;1057
4581;1722;1057
4582;1722;1057
4583;1722;1057
4584;1722;1057
4585;1722;1057
4586;1722;1057
4587;1722;1057
4588;1722;1057
4589;1722;1057
4590;1722;1057
4591;1722;1057
4592;1722;1057
4593;1722;1057
4594;1722;1057
4595;1722;1057
4596;1722;1057
4597;1722;1057
4598;1722;1057
4599;1722;1057
4600;1722;1057
4601;1722;1057
4602;1722;1057
4603;1722;1057
4604;1722;1057
4605;1722;1057
4606;1722;1057
4607;1722;1057
4608;1722;1057
4609;1722;1057
4610;1722;1057
4611;1722;1057
4612;1722;1057
4613;1722;1057
4614;1722;1057
4615;1722;1057
4616;1722;1057
4617;1722;1057
4618;1722;1057
4619;1722;1057
4620;1722;1057
4621;1722;1057
4622;1722;1057
4623;1722;1057
4624;1722;1057
4625;1722;1057
4626;1722;1057
4627;1722;1057
4628;1722;1057
4629;1722;1057
4630;1722;1057
4631;1722;1057
4632;1722;1057
4633;1722;1057
4634;1722;1057
4635;1722;1057
4636;1722;1057
4637;1722;1057
4638;1722;1057
4639;1722;1057
4640;1722;1057
4641;1722;1057
4642;1722;1057
4643;1722;1057
4644;1722;1057
4645;1722;1057
4646;1722;1057
4647;1722;1057
4648;1722;1057
4649;1722;1057
4650;1722;1057
4651;1722;1057
4652;1722;1057
4653;1722;1057
4654;1722;1057
4655;1722;1057
4656;1722;1057
4657;1722;1057
4658;1722;1057
4659;1722;1057
4660;1722;1057
4661;1722;1057
4662;1722;1057
4663;1722;1057
4664;1722;1057
4665;1722;1057
4666;1722;1057
4667;1722;1057
4668;1722;1057
4669;1722;1057
4670;1722;1057
4671;1722;1057
4672;1722;1057
4673;1722;1057
4674;1722;1057
4675;1722;1057
4676;1722;1057
4677;1722;1057
4678;1722;1057
4679;1722;1057
4680;1722;1057
4681;1722;1057
4682;1722;1057
4683;1722;1057
4684;1722;1057
4685;1722;1057
4686;1722;1057
4687;1722;1057
4688;1722;1057
4689;1722;1057
4690;1722;1057
4691;1722;1057
4692;1722;1057
4693;1722;1057
4694;1722;1057
4695;1722;1057
4696;1722;1057
4697;1722;1057
4698;1722;1057
4699;1722;1057
4700;1722;1057
4701;1722;1057
4702;1722;1057
4703;1722;1057
4704;1722;1057
4705;1722;1057
4706;1722;1057
4707;1722;1057
4708;1722;1057
4709;1722;1057
4710;1722;1057
4711;1722;1057
4712;1722;1057
4713;1722;1057
4714;1722;1057
4715;1722;1057
4716;1722;1057
4717;1722;1057
4718;1722;1057
4719;1722;1057
4720;1722;1057
4721;1722;1057
4722;1722;1057
4723;1722;1057
4724;1722;1057
4725;1722;1057
4726;1722;1057
4727;1722;1057
4728;1722;1057
4729;1722;1057
4730;1722;1057
4731;1722;1057
4732;1722;1057
4733;1722;1057
4734;1722;1057
4735;1722;1057
4736;1722;1057
4737;1722;1057
4738;1722;1057
4739;1722;1057
4740;1722;1058
4741;1722;1058
4742;1722;1058
4743;1722;1058
4744;1722;1058
4745;1722;1058
4746;1722;1058
4747;1722;1058
4748;1722;1058
4749;1722;1058
4750;1722;1058
4751;1722;1058
4752;1722;1058
4753;1722;1058
4754;1722;1058
4755;1722;1058
4756;1722;1058
4757;1722;1059
4758;1722;1059
4759;1722;1059
4760;1722;1059
4761;1722;1059
4762;1722;1059
4763;1722;1059
4764;1722;1059
4765;1722;1059
4766;1722;1059
4767;1722;1059
4768;1722;1059
4769;1722;1059
4770;1722;1059
4771;1722;1059
4772;1722;1059
4773;1722;1059
4774;1722;1059
4775;1722;1059
4776;1722;1059
4777;1722;1059
4778;1722;1059
4779;1722;1059
4780;1722;1059
4781;1722;1059
4782;1722;1059
4783;1722;1059
4784;1722;1059
4785;1722;1059
4786;1722;1059
4787;1722;1059
4788;1722;1059
4789;1722;1059
4790;1722;1059
4791;1722;1059
4792;1722;1059
4793;1722;1059
4794;1722;1059
4795;1722;1059
4796;1722;1059
4797;1722;1059
4798;1722;1059
4799;1722;1059
4800;1722;1059
4801;1722;1059
4802;1722;1059
4803;1722;1059
4804;1722;1059
4805;1722;1059
4806;1722;1059
4807;1722;1059
