step;virtual;physical
1660;2596;1908
1661;2596;1908
1662;2595;1908
1663;2595;1908
1664;2595;1908
1665;2595;1908
1666;2595;1908
1667;2595;1908
1668;2596;1909
1669;2596;1909
1670;2596;1909
1671;2595;1908
1672;2595;1908
1673;2595;1908
1674;2595;1908
1675;2595;1908
1676;2596;1908
1677;2596;1908
1678;2595;1908
1679;1804;1117
1680;1772;1085
1681;1730;1043
1682;1653;967
1683;1589;902
1684;1588;902
1685;1588;902
1686;1589;902
1687;1589;902
1688;1589;903
1689;1590;903
1690;1591;904
1691;1591;904
1692;1591;905
1693;1592;905
1694;1592;905
1695;1592;906
1696;1592;906
1697;1592;906
1698;1593;907
1699;1593;907
1700;1593;907
1701;1594;907
1702;1592;905
1703;1592;905
1704;1592;905
1705;1592;906
1706;1593;906
1707;1593;906
1708;1593;906
1709;1593;906
1710;1594;907
1711;1594;907
1712;1594;907
1713;1594;907
1714;1594;907
1715;1595;908
1716;1595;908
1717;1595;908
1718;1595;908
1719;1595;908
1720;1595;907
1721;1595;907
1722;1594;906
1723;1594;906
1724;1594;906
1725;1593;906
1726;1594;906
1727;1594;907
1728;1594;907
1729;1594;907
1730;1594;907
1731;1594;907
1732;1594;907
1733;1595;908
1734;1593;906
1735;1593;906
1736;1593;906
1737;1593;906
1738;1593;906
1739;1593;906
1740;1593;906
1741;1593;906
1742;1593;907
1743;1593;907
1744;1594;907
1745;1594;908
1746;1594;908
1747;1594;908
1748;1595;909
1749;1595;909
1750;1595;909
1751;1596;911
1752;1597;911
1753;1597;912
1754;1598;912
1755;1598;913
1756;1598;913
1757;1599;913
1758;1599;914
1759;1599;914
1760;1600;915
1761;1601;916
1762;1601;916
1763;1601;916
1764;1602;917
1765;1602;918
1766;1602;918
1767;1602;918
1768;1600;916
1769;1600;917
1770;1601;917
1771;1600;917
1772;1598;915
1773;1598;915
1774;1599;916
1775;1599;916
1776;1598;916
1777;1598;916
1778;1598;916
1779;1598;916
1780;1598;916
1781;1598;916
1782;1598;916
1783;1598;916
1784;1597;915
1785;1597;915
1786;1595;914
1787;1596;915
1788;1597;916
1789;1597;916
1790;1596;915
1791;1597;916
1792;1597;917
1793;1598;918
1794;1600;919
1795;1602;921
1796;1603;922
1797;1604;923
1798;1606;925
1799;1607;926
1800;1608;927
1801;1609;928
1802;1610;929
1803;1610;929
1804;1612;931
1805;1613;932
1806;1614;932
1807;1615;933
1808;1615;934
1809;1616;935
1810;1617;935
1811;1617;936
1812;1617;936
1813;1619;937
1814;1619;937
1815;1620;938
1816;1621;939
1817;1623;941
1818;1624;942
1819;1625;944
1820;1626;944
1821;1626;944
1822;1626;945
1823;1627;945
1824;1628;946
1825;1628;946
1826;1629;947
1827;1630;948
1828;1630;948
1829;1631;949
1830;1632;950
1831;1632;950
1832;1632;950
1833;1633;951
1834;1634;952
1835;1634;952
1836;1634;952
1837;1634;952
1838;1635;953
1839;1635;953
1840;1635;953
1841;1635;953
1842;1636;954
1843;1637;954
1844;1637;955
1845;1636;954
1846;1636;953
1847;1636;954
1848;1636;954
1849;1636;954
1850;1636;954
1851;1636;954
1852;1637;954
1853;1637;955
1854;1637;955
1855;1637;955
1856;1638;955
1857;1638;955
1858;1638;956
1859;1639;956
1860;1639;956
1861;1639;956
1862;1639;957
1863;1639;957
1864;1639;957
1865;1639;957
1866;1639;957
1867;1639;957
1868;1639;957
1869;1639;957
1870;1639;957
1871;1639;957
1872;1640;958
1873;1640;958
1874;1641;959
1875;1641;960
1876;1642;960
1877;1642;960
1878;1640;959
1879;1640;959
1880;1640;959
1881;1641;959
1882;1639;958
1883;1639;958
1884;1639;958
1885;1639;958
1886;1639;958
1887;1639;958
1888;1639;958
1889;1639;958
1890;1638;957
1891;1638;957
1892;1639;958
1893;1640;959
1894;1641;960
1895;1640;960
1896;1641;960
1897;1641;961
1898;1641;961
1899;1641;961
1900;1641;961
1901;1641;961
1902;1641;961
1903;1642;962
1904;1639;960
1905;1639;960
1906;1639;960
1907;1640;960
1908;1638;959
1909;1636;959
1910;1636;959
1911;1636;959
1912;1635;959
1913;1635;959
1914;1636;959
1915;1636;959
1916;1636;959
1917;1637;960
1918;1637;961
1919;1637;961
1920;1637;961
1921;1637;961
1922;1638;962
1923;1638;962
1924;1638;962
1925;1638;962
1926;1638;962
1927;1639;962
1928;1639;963
1929;1640;964
1930;1640;964
1931;1640;964
1932;1640;965
1933;1640;965
1934;1640;965
1935;1640;965
1936;1641;966
1937;1641;966
1938;1642;968
1939;1642;968
1940;1642;968
1941;1643;969
1942;1643;969
1943;1644;969
1944;1644;969
1945;1644;969
1946;1644;969
1947;1644;969
1948;1644;969
1949;1644;969
1950;1644;969
1951;1644;969
1952;1644;969
1953;1644;969
1954;1644;969
1955;1644;969
1956;1645;969
1957;1645;969
1958;1646;970
1959;1646;970
1960;1646;970
1961;1646;970
1962;1647;971
1963;1647;971
1964;1647;971
1965;1648;972
1966;1648;972
1967;1648;972
1968;1649;973
1969;1649;973
1970;1650;974
1971;1650;974
1972;1650;974
1973;1650;974
1974;1651;975
1975;1651;975
1976;1651;975
1977;1651;975
1978;1652;976
1979;1652;976
1980;1652;976
1981;1652;976
1982;1652;976
1983;1652;976
1984;1653;977
1985;1653;977
1986;1653;977
1987;1653;977
1988;1653;977
1989;1653;977
1990;1653;977
1991;1654;978
1992;1655;978
1993;1655;978
1994;1655;979
1995;1655;979
1996;1655;979
1997;1655;979
1998;1655;979
1999;1655;979
2000;1656;980
2001;1656;980
2002;1656;980
2003;1657;981
2004;1657;981
2005;1658;982
2006;1658;982
2007;1659;983
2008;1659;983
2009;1660;984
2010;1661;986
2011;1662;986
2012;1662;987
2013;1663;987
2014;1663;987
2015;1665;989
2016;1665;989
2017;1666;990
2018;1666;991
2019;1666;991
2020;1667;991
2021;1668;992
2022;1668;992
2023;1668;992
2024;1668;993
2025;1669;993
2026;1669;993
2027;1670;994
2028;1671;995
2029;1671;996
2030;1672;996
2031;1672;997
2032;1673;997
2033;1674;998
2034;1674;998
2035;1674;998
2036;1675;999
2037;1675;1000
2038;1675;1000
2039;1676;1000
2040;1676;1000
2041;1677;1002
2042;1678;1003
2043;1679;1004
2044;1681;1005
2045;1681;1005
2046;1681;1006
2047;1682;1007
2048;1683;1007
2049;1683;1007
2050;1684;1008
2051;1684;1008
2052;1685;1009
2053;1685;1010
2054;1686;1011
2055;1688;1013
2056;1689;1014
2057;1678;1003
2058;1679;1004
2059;1679;1005
2060;1679;1005
2061;1679;1005
2062;1679;1006
2063;1679;1006
2064;1680;1006
2065;1680;1007
2066;1681;1007
2067;1681;1009
2068;1682;1009
2069;1683;1010
2070;1683;1011
2071;1685;1012
2072;1685;1013
2073;1685;1013
2074;1685;1013
2075;1685;1013
2076;1685;1013
2077;1686;1013
2078;1686;1013
2079;1686;1013
2080;1687;1014
2081;1687;1015
2082;1687;1015
2083;1687;1015
2084;1688;1015
2085;1688;1015
2086;1688;1015
2087;1689;1016
2088;1689;1016
2089;1689;1016
2090;1689;1017
2091;1690;1017
2092;1690;1017
2093;1689;1017
2094;1690;1017
2095;1690;1018
2096;1690;1018
2097;1691;1020
2098;1691;1020
2099;1691;1020
2100;1691;1020
2101;1692;1020
2102;1691;1020
2103;1691;1020
2104;1692;1021
2105;1693;1021
2106;1694;1022
2107;1694;1023
2108;1695;1023
2109;1695;1023
2110;1695;1024
2111;1695;1024
2112;1696;1024
2113;1696;1024
2114;1696;1024
2115;1696;1025
2116;1696;1025
2117;1696;1025
2118;1697;1025
2119;1697;1025
2120;1697;1026
2121;1697;1026
2122;1697;1026
2123;1697;1026
2124;1698;1027
2125;1698;1027
2126;1699;1027
2127;1699;1028
2128;1700;1028
2129;1700;1028
2130;1700;1028
2131;1700;1029
2132;1700;1029
2133;1700;1029
2134;1700;1029
2135;1701;1029
2136;1701;1030
2137;1701;1030
2138;1702;1030
2139;1702;1031
2140;1702;1031
2141;1703;1031
2142;1703;1032
2143;1703;1032
2144;1703;1032
2145;1703;1032
2146;1704;1033
2147;1704;1033
2148;1704;1033
2149;1704;1033
2150;1704;1033
2151;1705;1034
2152;1705;1034
2153;1705;1034
2154;1706;1035
2155;1706;1035
2156;1706;1035
2157;1706;1035
2158;1706;1035
2159;1707;1036
2160;1707;1036
2161;1707;1036
2162;1707;1036
2163;1707;1036
2164;1708;1037
2165;1708;1037
2166;1708;1037
2167;1708;1037
2168;1708;1037
2169;1708;1037
2170;1709;1038
2171;1709;1038
2172;1709;1038
2173;1710;1039
2174;1710;1039
2175;1710;1039
2176;1711;1039
2177;1711;1039
2178;1711;1040
2179;1711;1040
2180;1711;1040
2181;1711;1040
2182;1711;1040
2183;1711;1041
2184;1711;1041
2185;1712;1041
2186;1712;1041
2187;1712;1042
2188;1712;1042
2189;1712;1042
2190;1713;1042
2191;1713;1043
2192;1714;1043
2193;1714;1044
2194;1714;1044
2195;1714;1044
2196;1714;1044
2197;1715;1045
2198;1715;1045
2199;1716;1045
2200;1716;1046
2201;1716;1046
2202;1716;1046
2203;1716;1046
2204;1717;1047
2205;1717;1047
2206;1717;1047
2207;1717;1047
2208;1717;1047
2209;1717;1048
2210;1718;1048
2211;1717;1048
2212;1718;1049
2213;1718;1049
2214;1718;1049
2215;1718;1049
2216;1718;1049
2217;1718;1049
2218;1718;1049
2219;1718;1049
2220;1719;1050
2221;1719;1050
2222;1719;1050
2223;1720;1051
2224;1720;1051
2225;1720;1051
2226;1721;1051
2227;1721;1051
2228;1721;1051
2229;1721;1052
2230;1721;1052
2231;1721;1052
2232;1721;1052
2233;1722;1053
2234;1722;1053
2235;1722;1053
2236;1722;1053
2237;1722;1053
2238;1723;1054
2239;1723;1054
2240;1723;1054
2241;1723;1054
2242;1723;1054
2243;1723;1055
2244;1723;1055
2245;1723;1055
2246;1724;1055
2247;1724;1055
2248;1724;1055
2249;1724;1055
2250;1724;1055
2251;1724;1056
2252;1724;1056
2253;1724;1056
2254;1724;1056
2255;1725;1056
2256;1725;1057
2257;1725;1057
2258;1725;1057
2259;1726;1057
2260;1726;1057
2261;1726;1057
2262;1726;1057
2263;1726;1057
2264;1726;1057
2265;1726;1057
2266;1726;1057
2267;1726;1057
2268;1726;1057
2269;1726;1057
2270;1726;1057
2271;1726;1057
2272;1726;1057
2273;1726;1057
2274;1726;1057
2275;1726;1057
2276;1726;1057
2277;1726;1057
2278;1726;1057
2279;1726;1057
2280;1726;1057
2281;1726;1057
2282;1726;1057
2283;1726;1057
2284;1726;1057
2285;1726;1057
2286;1726;1057
2287;1726;1057
2288;1726;1057
2289;1726;1057
2290;1726;1057
2291;1726;1057
2292;1726;1057
2293;1726;1057
2294;1726;1057
2295;1726;1057
2296;1726;1058
2297;1726;1057
2298;1726;1057
2299;1726;1057
2300;1726;1057
2301;1726;1057
2302;1726;1057
2303;1726;1057
2304;1726;1057
2305;1726;1057
2306;1726;1057
2307;1726;1057
2308;1726;1057
2309;1726;1057
2310;1726;1057
2311;1726;1057
2312;1726;1057
2313;1726;1057
2314;1726;1057
2315;1726;1057
2316;1726;1057
2317;1726;1057
2318;1726;1057
2319;1726;1057
2320;1726;1057
2321;1726;1057
2322;1726;1057
2323;1726;1057
2324;1726;1057
2325;1726;1057
2326;1726;1057
2327;1726;1057
2328;1726;1057
2329;1726;1057
2330;1726;1057
2331;1726;1057
2332;1726;1057
2333;1726;1057
2334;1726;1057
2335;1726;1057
2336;1726;1057
2337;1726;1057
2338;1726;1057
2339;1726;1057
2340;1726;1057
2341;1726;1057
2342;1726;1057
2343;1726;1057
2344;1726;1057
2345;1726;1057
2346;1726;1057
2347;1726;1057
2348;1726;1057
2349;1726;1058
2350;1726;1057
2351;1726;1058
2352;1726;1057
2353;1726;1057
2354;1726;1057
2355;1726;1057
2356;1726;1057
2357;1726;1057
2358;1726;1057
2359;1726;1057
2360;1726;1057
2361;1726;1057
2362;1726;1057
2363;1726;1057
2364;1726;1057
2365;1726;1057
2366;1726;1057
2367;1726;1057
2368;1726;1057
2369;1726;1057
2370;1726;1057
2371;1726;1057
2372;1726;1057
2373;1726;1057
2374;1726;1057
2375;1726;1057
2376;1726;1057
2377;1726;1057
2378;1726;1057
2379;1726;1057
2380;1726;1057
2381;1726;1057
2382;1726;1057
2383;1726;1057
2384;1726;1057
2385;1726;1057
2386;1726;1057
2387;1726;1057
2388;1726;1057
2389;1726;1057
2390;1726;1057
2391;1726;1057
2392;1726;1057
2393;1726;1057
2394;1726;1057
2395;1726;1057
2396;1726;1057
2397;1726;1057
2398;1726;1057
2399;1726;1057
2400;1726;1057
2401;1726;1057
2402;1726;1057
2403;1726;1058
2404;1726;1057
2405;1726;1057
2406;1726;1057
2407;1726;1057
2408;1726;1057
2409;1726;1057
2410;1726;1057
2411;1726;1057
2412;1726;1057
2413;1726;1057
2414;1726;1057
2415;1726;1057
2416;1726;1057
2417;1726;1057
2418;1726;1057
2419;1726;1057
2420;1726;1057
2421;1726;1057
2422;1726;1057
2423;1726;1057
2424;1726;1057
2425;1726;1057
2426;1726;1057
2427;1726;1057
2428;1726;1057
2429;1726;1057
2430;1726;1057
2431;1726;1057
2432;1726;1057
2433;1726;1057
2434;1726;1057
2435;1726;1057
2436;1726;1057
2437;1726;1057
2438;1726;1057
2439;1726;1057
2440;1726;1057
2441;1726;1057
2442;1726;1057
2443;1726;1057
2444;1726;1057
2445;1726;1057
2446;1726;1057
2447;1726;1057
2448;1726;1057
2449;1726;1057
2450;1726;1057
2451;1726;1057
2452;1726;1057
2453;1726;1057
2454;1726;1057
2455;1726;1057
2456;1726;1057
2457;1726;1057
2458;1726;1057
2459;1726;1057
2460;1726;1057
2461;1726;1058
2462;1726;1058
2463;1726;1058
2464;1726;1058
2465;1727;1058
2466;1727;1058
2467;1727;1058
2468;1727;1058
2469;1727;1058
2470;1727;1058
2471;1727;1058
2472;1727;1058
2473;1727;1058
2474;1727;1058
2475;1727;1058
2476;1727;1058
2477;1727;1058
2478;1727;1058
2479;1727;1058
2480;1727;1058
2481;1727;1058
2482;1727;1058
2483;1727;1058
2484;1727;1058
2485;1727;1058
2486;1727;1058
2487;1727;1058
2488;1727;1058
2489;1727;1058
2490;1727;1058
2491;1727;1058
2492;1727;1058
2493;1727;1058
2494;1727;1058
2495;1727;1058
2496;1727;1058
2497;1727;1058
2498;1727;1058
2499;1727;1058
2500;1727;1058
2501;1727;1058
2502;1727;1058
2503;1727;1058
2504;1727;1058
2505;1727;1058
2506;1727;1058
2507;1727;1058
2508;1727;1058
2509;1727;1058
2510;1727;1058
2511;1727;1058
2512;1727;1058
2513;1727;1058
2514;1727;1058
2515;1727;1058
2516;1727;1058
2517;1727;1058
2518;1727;1058
2519;1727;1058
2520;1727;1058
2521;1727;1058
2522;1727;1058
2523;1727;1058
2524;1727;1058
2525;1727;1058
2526;1727;1058
2527;1727;1058
2528;1727;1058
2529;1727;1058
2530;1727;1058
2531;1727;1058
2532;1727;1058
2533;1727;1058
2534;1727;1058
2535;1727;1058
2536;1727;1058
2537;1727;1058
2538;1727;1058
2539;1727;1058
2540;1727;1058
2541;1727;1058
2542;1727;1058
2543;1727;1058
2544;1727;1058
2545;1727;1058
2546;1727;1058
2547;1727;1058
2548;1727;1058
2549;1727;1058
2550;1727;1058
2551;1727;1058
2552;1727;1058
2553;1727;1058
2554;1727;1058
2555;1727;1059
2556;1727;1059
2557;1727;1059
2558;1727;1059
2559;1727;1059
2560;1727;1059
2561;1727;1059
2562;1727;1059
2563;1727;1059
2564;1727;1059
2565;1727;1059
2566;1727;1059
2567;1727;1059
2568;1727;1059
2569;1727;1059
2570;1727;1059
2571;1727;1059
2572;1727;1059
2573;1727;1059
2574;1727;1059
2575;1727;1059
2576;1727;1059
2577;1727;1059
2578;1727;1059
2579;1727;1059
2580;1727;1059
2581;1727;1059
2582;1727;1059
2583;1727;1059
2584;1727;1059
2585;1727;1059
2586;1727;1059
2587;1727;1059
2588;1727;1059
2589;1727;1059
2590;1727;1059
2591;1727;1059
2592;1727;1059
2593;1727;1059
2594;1727;1059
2595;1727;1059
2596;1727;1059
2597;1727;1059
2598;1727;1059
2599;1727;1059
2600;1727;1059
2601;1727;1059
2602;1727;1059
2603;1727;1059
2604;1727;1059
2605;1727;1059
2606;1727;1059
2607;1727;1059
2608;1727;1059
2609;1727;1059
2610;1727;1059
2611;1727;1059
2612;1727;1059
2613;1727;1059
2614;1727;1059
2615;1727;1059
2616;1727;1059
2617;1727;1059
2618;1727;1059
2619;1727;1059
2620;1727;1059
2621;1727;1059
2622;1727;1059
2623;1727;1059
2624;1727;1059
2625;1727;1059
2626;1727;1059
2627;1727;1059
2628;1727;1059
2629;1727;1059
2630;1727;1059
2631;1727;1059
2632;1727;1059
2633;1727;1059
2634;1727;1059
2635;1727;1059
2636;1727;1059
2637;1727;1059
2638;1727;1059
2639;1727;1059
2640;1727;1059
2641;1728;1060
2642;1728;1060
2643;1728;1060
2644;1729;1061
2645;1729;1061
2646;1730;1063
2647;1732;1065
2648;1734;1067
2649;1737;1069
2650;1739;1071
2651;1738;1071
2652;1733;1066
2653;1726;1059
2654;1721;1054
2655;1721;1054
2656;1721;1054
2657;1721;1054
2658;1721;1054
2659;1721;1054
2660;1721;1054
2661;1721;1054
2662;1721;1054
2663;1721;1054
2664;1721;1054
2665;1721;1054
2666;1721;1054
2667;1721;1054
2668;1721;1054
2669;1721;1054
2670;1721;1054
2671;1721;1054
2672;1721;1054
2673;1721;1054
2674;1721;1054
2675;1721;1054
2676;1721;1054
2677;1721;1054
2678;1721;1054
2679;1721;1054
2680;1721;1054
2681;1721;1054
2682;1721;1054
2683;1721;1054
2684;1721;1054
2685;1721;1054
2686;1721;1054
2687;1721;1054
2688;1721;1054
2689;1721;1054
2690;1721;1054
2691;1721;1054
2692;1721;1054
2693;1721;1054
2694;1721;1054
2695;1721;1054
2696;1721;1054
2697;1721;1054
2698;1721;1054
2699;1721;1054
2700;1721;1054
2701;1721;1054
2702;1721;1054
2703;1721;1054
2704;1721;1054
2705;1721;1054
2706;1721;1054
2707;1721;1054
2708;1721;1054
2709;1721;1054
2710;1721;1054
2711;1721;1054
2712;1721;1054
2713;1720;1054
2714;1720;1054
2715;1720;1054
2716;1721;1054
2717;1721;1054
2718;1721;1054
2719;1721;1054
2720;1721;1054
2721;1721;1054
2722;1721;1054
2723;1721;1054
2724;1720;1054
2725;1720;1054
2726;1720;1054
2727;1720;1054
2728;1720;1054
2729;1720;1054
2730;1721;1054
2731;1721;1054
2732;1721;1054
2733;1721;1055
2734;1721;1055
2735;1721;1055
2736;1722;1055
2737;1722;1055
2738;1722;1055
2739;1722;1055
2740;1722;1055
2741;1722;1055
2742;1722;1055
2743;1722;1055
2744;1722;1055
2745;1722;1055
2746;1722;1055
2747;1722;1055
2748;1722;1055
2749;1722;1055
2750;1722;1055
2751;1722;1055
2752;1722;1055
2753;1722;1055
2754;1722;1055
2755;1722;1055
2756;1722;1055
2757;1722;1055
2758;1722;1055
2759;1722;1055
2760;1722;1055
2761;1722;1055
2762;1722;1055
2763;1722;1055
2764;1722;1055
2765;1722;1055
2766;1722;1055
2767;1722;1055
2768;1722;1055
2769;1722;1055
2770;1722;1055
2771;1722;1055
2772;1722;1055
2773;1722;1055
2774;1722;1055
2775;1722;1055
2776;1722;1055
2777;1722;1055
2778;1722;1055
2779;1722;1055
2780;1722;1055
2781;1722;1055
2782;1722;1055
2783;1722;1055
2784;1722;1055
2785;1722;1055
2786;1722;1055
2787;1722;1055
2788;1722;1055
2789;1722;1055
2790;1722;1055
2791;1722;1055
2792;1722;1055
2793;1722;1055
2794;1722;1055
2795;1722;1055
2796;1722;1055
2797;1722;1055
2798;1722;1055
2799;1722;1055
2800;1722;1055
2801;1722;1055
2802;1722;1055
2803;1722;1055
2804;1722;1055
2805;1722;1055
2806;1722;1055
2807;1722;1055
2808;1722;1055
2809;1722;1055
2810;1722;1055
2811;1722;1055
2812;1722;1055
2813;1722;1055
2814;1722;1055
2815;1722;1055
2816;1722;1055
2817;1722;1055
2818;1722;1055
2819;1722;1055
2820;1722;1055
2821;1722;1055
2822;1722;1055
2823;1722;1055
2824;1722;1055
2825;1722;1055
2826;1722;1055
2827;1722;1055
2828;1722;1055
2829;1722;1055
2830;1722;1055
2831;1722;1055
2832;1722;1055
2833;1722;1055
2834;1722;1055
2835;1722;1055
2836;1722;1055
2837;1722;1055
2838;1722;1055
2839;1722;1055
2840;1722;1055
2841;1722;1055
2842;1722;1055
2843;1722;1055
2844;1722;1055
2845;1722;1055
2846;1722;1055
2847;1722;1055
2848;1722;1055
2849;1722;1055
2850;1722;1055
2851;1722;1055
2852;1722;1055
2853;1722;1055
2854;1722;1055
2855;1722;1055
2856;1722;1055
2857;1722;1055
2858;1722;1055
2859;1722;1055
2860;1722;1055
2861;1722;1055
2862;1722;1055
2863;1722;1055
2864;1722;1055
2865;1722;1055
2866;1722;1055
2867;1722;1055
2868;1722;1055
2869;1722;1055
2870;1722;1055
2871;1722;1055
2872;1722;1055
2873;1722;1055
2874;1722;1055
2875;1722;1055
2876;1722;1055
2877;1722;1055
2878;1722;1055
2879;1722;1055
2880;1722;1055
2881;1722;1055
2882;1722;1055
2883;1722;1055
2884;1722;1055
2885;1722;1055
2886;1722;1055
2887;1722;1055
2888;1722;1055
2889;1722;1055
2890;1722;1055
2891;1722;1055
2892;1722;1055
2893;1722;1055
2894;1722;1055
2895;1722;1055
2896;1722;1055
2897;1722;1055
2898;1722;1055
2899;1722;1055
2900;1722;1055
2901;1722;1055
2902;1722;1055
2903;1722;1055
2904;1722;1055
2905;1722;1055
2906;1722;1055
2907;1722;1055
2908;1722;1055
2909;1722;1055
2910;1722;1055
2911;1722;1055
2912;1722;1055
2913;1722;1055
2914;1722;1055
2915;1722;1055
2916;1722;1055
2917;1722;1055
2918;1722;1055
2919;1722;1055
2920;1722;1055
2921;1722;1055
2922;1722;1055
2923;1722;1055
2924;1722;1055
2925;1722;1055
2926;1722;1055
2927;1722;1055
2928;1722;1056
2929;1722;1056
2930;1722;1056
2931;1722;1056
2932;1722;1056
2933;1722;1056
2934;1722;1056
2935;1722;1056
2936;1722;1056
2937;1722;1056
2938;1722;1056
2939;1722;1056
2940;1722;1056
2941;1722;1056
2942;1722;1056
2943;1722;1056
2944;1722;1056
2945;1722;1056
2946;1722;1056
2947;1722;1056
2948;1722;1056
2949;1722;1056
2950;1722;1056
2951;1722;1056
2952;1722;1056
2953;1722;1056
2954;1722;1056
2955;1722;1056
2956;1722;1056
2957;1722;1056
2958;1722;1056
2959;1722;1056
2960;1722;1056
2961;1722;1056
2962;1722;1056
2963;1722;1056
2964;1722;1056
2965;1722;1056
2966;1722;1056
2967;1722;1056
2968;1722;1056
2969;1722;1056
2970;1722;1056
2971;1722;1056
2972;1722;1056
2973;1722;1056
2974;1722;1056
2975;1722;1056
2976;1722;1056
2977;1722;1056
2978;1722;1056
2979;1722;1056
2980;1722;1056
2981;1722;1056
2982;1722;1056
2983;1722;1056
2984;1722;1056
2985;1722;1056
2986;1722;1056
2987;1722;1056
2988;1722;1056
2989;1722;1056
2990;1722;1056
2991;1722;1056
2992;1722;1056
2993;1722;1056
2994;1722;1056
2995;1722;1056
2996;1722;1056
2997;1722;1056
2998;1722;1056
2999;1722;1056
3000;1722;1056
3001;1722;1056
3002;1722;1056
3003;1722;1056
3004;1722;1056
3005;1722;1056
3006;1722;1056
3007;1722;1056
3008;1722;1056
3009;1722;1056
3010;1722;1056
3011;1722;1056
3012;1722;1056
3013;1722;1056
3014;1722;1056
3015;1722;1056
3016;1722;1056
3017;1722;1056
3018;1722;1056
3019;1722;1056
3020;1722;1056
3021;1722;1056
3022;1722;1056
3023;1722;1056
3024;1722;1056
3025;1722;1056
3026;1722;1056
3027;1722;1056
3028;1722;1056
3029;1722;1056
3030;1722;1056
3031;1722;1056
3032;1722;1056
3033;1722;1056
3034;1722;1056
3035;1722;1056
3036;1722;1056
3037;1722;1056
3038;1722;1056
3039;1722;1056
3040;1722;1056
3041;1722;1056
3042;1722;1056
3043;1722;1056
3044;1722;1056
3045;1722;1056
3046;1722;1056
3047;1722;1056
3048;1722;1056
3049;1722;1056
3050;1722;1056
3051;1722;1056
3052;1722;1056
3053;1722;1056
3054;1722;1056
3055;1722;1056
3056;1722;1056
3057;1722;1056
3058;1722;1056
3059;1722;1056
3060;1722;1056
3061;1722;1056
3062;1722;1056
3063;1722;1056
3064;1722;1056
3065;1722;1056
3066;1722;1056
3067;1722;1056
3068;1722;1056
3069;1722;1056
3070;1722;1056
3071;1722;1056
3072;1722;1056
3073;1722;1056
3074;1722;1056
3075;1722;1056
3076;1722;1056
3077;1722;1056
3078;1722;1056
3079;1722;1056
3080;1722;1056
3081;1722;1056
3082;1722;1056
3083;1722;1056
3084;1722;1056
3085;1722;1056
3086;1722;1056
3087;1722;1056
3088;1722;1056
3089;1722;1056
3090;1722;1056
3091;1722;1056
3092;1722;1056
3093;1722;1056
3094;1722;1056
3095;1722;1056
3096;1722;1056
3097;1722;1056
3098;1722;1056
3099;1722;1056
3100;1722;1056
3101;1722;1056
3102;1722;1056
3103;1722;1056
3104;1722;1056
3105;1722;1056
3106;1722;1056
3107;1722;1056
3108;1722;1056
3109;1722;1056
3110;1722;1056
3111;1722;1056
3112;1722;1056
3113;1722;1056
3114;1722;1056
3115;1722;1056
3116;1722;1056
3117;1722;1056
3118;1722;1056
3119;1722;1056
3120;1722;1056
3121;1722;1056
3122;1722;1056
3123;1722;1056
3124;1722;1056
3125;1722;1056
3126;1722;1056
3127;1722;1056
3128;1722;1056
3129;1722;1056
3130;1722;1056
3131;1722;1056
3132;1722;1056
3133;1722;1056
3134;1722;1056
3135;1722;1056
3136;1722;1056
3137;1722;1056
3138;1722;1056
3139;1722;1056
3140;1722;1056
3141;1722;1056
3142;1722;1056
3143;1722;1056
3144;1722;1056
3145;1722;1056
3146;1722;1056
3147;1722;1056
3148;1722;1056
3149;1722;1056
3150;1722;1056
3151;1722;1056
3152;1722;1056
3153;1722;1056
3154;1722;1056
3155;1722;1056
3156;1722;1056
3157;1722;1056
3158;1722;1056
3159;1722;1056
3160;1722;1056
3161;1722;1056
3162;1722;1056
3163;1722;1056
3164;1722;1056
3165;1722;1056
3166;1722;1056
3167;1722;1056
3168;1722;1056
3169;1722;1056
3170;1722;1056
3171;1722;1056
3172;1722;1056
3173;1722;1056
3174;1722;1056
3175;1722;1056
3176;1722;1056
3177;1722;1056
3178;1722;1056
3179;1722;1056
3180;1722;1056
3181;1722;1056
3182;1722;1056
3183;1722;1056
3184;1722;1056
3185;1722;1056
3186;1722;1056
3187;1722;1056
3188;1722;1056
3189;1722;1056
3190;1722;1056
3191;1722;1056
3192;1722;1056
3193;1722;1056
3194;1722;1056
3195;1722;1056
3196;1722;1056
3197;1722;1056
3198;1722;1056
3199;1722;1056
3200;1722;1056
3201;1722;1056
3202;1722;1056
3203;1722;1056
3204;1722;1056
3205;1722;1056
3206;1722;1056
3207;1722;1056
3208;1722;1056
3209;1722;1056
3210;1722;1056
3211;1722;1056
3212;1722;1056
3213;1722;1056
3214;1722;1056
3215;1722;1056
3216;1722;1056
3217;1722;1056
3218;1722;1056
3219;1722;1056
3220;1722;1056
3221;1722;1056
3222;1722;1056
3223;1722;1056
3224;1722;1056
3225;1722;1056
3226;1722;1056
3227;1722;1056
3228;1722;1056
3229;1722;1056
3230;1722;1056
3231;1722;1056
3232;1722;1056
3233;1722;1056
3234;1722;1056
3235;1722;1056
3236;1722;1056
3237;1722;1056
3238;1722;1056
3239;1722;1056
3240;1722;1056
3241;1722;1056
3242;1722;1056
3243;1722;1056
3244;1722;1056
3245;1722;1056
3246;1722;1056
3247;1722;1056
3248;1722;1056
3249;1722;1056
3250;1722;1056
3251;1722;1056
3252;1722;1056
3253;1722;1056
